200,     0.0
350,     0.0
360,	18.93
370,	35.69
380,	58.52
390,	71.45
400,	82.10
410,	86.21
420,	87.38
430,	88.14
440,	88.76
450,	89.26
460,	89.70
470,	90.01
480,	90.24
490,	90.49
500,	90.72
510,	90.90
520,	91.01
530,	91.10
540,	91.14
550,	91.28
560,	91.36
570,	91.41
580,	91.45
590,	91.48
600,	91.45
610,	91.50
620,	91.55
630,	91.61
640,	91.59
650,	91.63
660,	91.74
670,	91.72
680,	91.71
690,	91.70
700,	91.63
