200, 0
300, 0
366, 0.001
367, 0.0086
369, 0.0200
371, 0.0286
372, 0.0371
374, 0.0514
375, 0.0686
376, 0.0886
377, 0.1200
378, 0.1514
379, 0.2229
380, 0.2829
382, 0.3429
383, 0.4000
384, 0.5086
386, 0.5686
387, 0.6486
388, 0.7114
389, 0.7686
390, 0.8057
391, 0.8400
392, 0.8771
393, 0.9143
394, 0.9429
395, 0.9543
396, 0.9400
398, 0.9114
399, 0.8600
400, 0.8371
401, 0.8143
402, 0.7914
403, 0.7800
405, 0.7971
406, 0.8257
407, 0.8486
409, 0.8771
410, 0.9086
411, 0.9371
412, 0.9629
413, 0.9800
414, 0.9914
416, 1.0000
418, 0.9886
419, 0.9714
421, 0.9486
422, 0.9143
423, 0.8743
424, 0.8486
425, 0.8200
426, 0.7914
427, 0.7629
428, 0.7057
429, 0.6743
430, 0.6400
431, 0.6086
432, 0.5800
433, 0.5543
435, 0.5314
437, 0.5143
440, 0.5000
442, 0.4857
444, 0.4686
446, 0.4486
447, 0.4200
449, 0.3914
450, 0.3629
452, 0.3343
454, 0.3029
456, 0.2800
458, 0.2514
461, 0.2286
464, 0.2114
467, 0.1886
470, 0.1714
473, 0.1514
477, 0.1343
480, 0.1200
483, 0.1000
487, 0.0857
490, 0.0714
493, 0.0571
496, 0.0457
499, 0.0314
503, 0.0171
506, 0.0086
600, 0.001
700, 0.00
