200, 0.0
300, 0.0
312, 0.01
313, 0.0172
315, 0.0258
317, 0.0344
319, 0.0401
321, 0.0487
323, 0.0544
325, 0.0602
326, 0.0659
328, 0.0774
329, 0.0946
330, 0.1347
331, 0.2522
332, 0.3238
333, 0.4155
334, 0.4728
335, 0.5301
336, 0.5702
337, 0.5845
338, 0.5645
339, 0.5186
340, 0.4986
341, 0.4814
343, 0.4842
344, 0.5043
345, 0.5387
346, 0.6017
347, 0.6676
348, 0.7278
350, 0.7937
351, 0.8940
352, 0.9226
353, 0.9513
354, 0.9885
356, 1.0029
357, 0.9799
358, 0.9542
359, 0.9226
360, 0.8911
361, 0.8510
362, 0.7822
363, 0.7364
364, 0.7192
365, 0.7421
366, 0.7650
368, 0.7937
369, 0.8080
371, 0.8080
372, 0.7966
374, 0.7679
375, 0.7421
376, 0.7135
377, 0.6762
378, 0.6476
379, 0.6161
380, 0.5874
381, 0.5559
382, 0.5272
384, 0.4986
385, 0.4756
388, 0.4556
391, 0.4470
393, 0.4413
396, 0.4327
398, 0.4212
400, 0.4126
402, 0.4040
404, 0.3926
406, 0.3811
409, 0.3696
411, 0.3610
414, 0.3467
416, 0.3352
418, 0.3238
420, 0.3152
423, 0.3066
425, 0.2980
426, 0.2837
429, 0.2779
431, 0.2693
433, 0.2607
435, 0.2464
438, 0.2378
439, 0.2264
441, 0.2149
444, 0.2034
446, 0.1977
448, 0.1863
450, 0.1719
452, 0.1662
454, 0.1519
456, 0.1433
458, 0.1375
460, 0.1261
462, 0.1175
463, 0.1089
465, 0.1032
467, 0.0917
470, 0.0802
473, 0.0716
475, 0.0573
477, 0.0487
479, 0.0373
482, 0.0258
484, 0.0172
486, 0.0086
488, 0.0057
500, 0.0
600, 0.0
700, 0.0
